date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:32:37	26398/26398	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2022:32:36%20GMT	https://mkalmykov.com/work/aanstekelijk	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/work/aanstekelijk.html	(from https://mkalmykov.com/)
18:32:38	118194/118194	---M--	200	added ('OK')	image/jpeg	etag:%221cdb2-614c85b37ae5d%22	https://mkalmykov.com/media/pages/work/deveron/0ab7e43954-1710404752/thumbnail-deveron.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/deveron/0ab7e43954-1710404752/thumbnail-deveron.jpg	(from https://mkalmykov.com/)
18:32:38	205969/205969	---M--	200	added ('OK')	image/jpeg	etag:%2232491-613a5b196b4e7%22	https://mkalmykov.com/media/pages/work/the-damai/b511d32d21-1710452224/thumbnail-thedamai-v2.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/the-damai/b511d32d21-1710452224/thumbnail-thedamai-v2.jpg	(from https://mkalmykov.com/)
18:32:39	71558/71558	---M--	200	added ('OK')	image/jpeg	etag:%2211786-613a590ff3e92%22	https://mkalmykov.com/media/pages/work/fabric/ac07564a5f-1688453092/thumbnail-fabric-darkgray.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/fabric/ac07564a5f-1688453092/thumbnail-fabric-darkgray.jpg	(from https://mkalmykov.com/)
18:32:40	201492/201492	---M--	200	added ('OK')	image/jpeg	etag:%2231314-613a5943bfa19%22	https://mkalmykov.com/media/pages/work/aanstekelijk/441187fb44-1687423090/thumbnail-aanstekelijk.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/aanstekelijk/441187fb44-1687423090/thumbnail-aanstekelijk.jpg	(from https://mkalmykov.com/)
18:32:40	43717/43717	---M--	200	added ('OK')	image/jpeg	etag:%22aac5-5d9ca32d8c935%22	https://mkalmykov.com/assets/img/home-item-1.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/home-item-1.jpg	(from https://mkalmykov.com/)
18:32:41	137310/137310	---M--	200	added ('OK')	video/mp4	etag:%222185e-5d9ca331bf08d%22	https://mkalmykov.com/assets/img/home-item-2.mp4	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/home-item-2.mp4	(from https://mkalmykov.com/)
18:32:42	70426/70426	---M--	200	added ('OK')	image/jpeg	etag:%221131a-5d9ca32e39aba%22	https://mkalmykov.com/assets/img/home-item-3.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/home-item-3.jpg	(from https://mkalmykov.com/)
18:32:42	229826/229826	---M--	200	added ('OK')	video/mp4	etag:%22381c2-5d9ca33309998%22	https://mkalmykov.com/assets/img/home-item-4.mp4	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/home-item-4.mp4	(from https://mkalmykov.com/)
18:32:43	256197/256197	---M--	200	added ('OK')	video/mp4	etag:%223e8c5-5d9ca33339b1f%22	https://mkalmykov.com/assets/img/home-item-5.mp4	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/home-item-5.mp4	(from https://mkalmykov.com/)
18:32:43	32768/32768	---M--	200	added ('OK')	image/jpeg	etag:%228000-5d9ca32ee7bdf%22	https://mkalmykov.com/assets/img/home-item-6.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/home-item-6.jpg	(from https://mkalmykov.com/)
18:32:45	43279/43279	---M--	200	added ('OK')	image/jpeg	etag:%22a90f-5d9ca3325df82%22	https://mkalmykov.com/assets/img/home-item-8.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/home-item-8.jpg	(from https://mkalmykov.com/)
18:32:45	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	C:/Users/micha/OneDrive/Desktop/norwaynigga/code.jquery.com/jquery-3.5.1.min.js	(from https://mkalmykov.com/)
18:32:45	1689/1689	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec5-699%22	https://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.2.0/js.cookie.min.js	C:/Users/micha/OneDrive/Desktop/norwaynigga/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.2.0/js.cookie.min.js	(from https://mkalmykov.com/)
18:32:45	64148/64148	---M-Z	200	added ('OK')	application/javascript	etag:%2261c68a7c-62f1%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.9.1/gsap.min.js	C:/Users/micha/OneDrive/Desktop/norwaynigga/cdnjs.cloudflare.com/ajax/libs/gsap/3.9.1/gsap.min.js	(from https://mkalmykov.com/)
18:32:46	24528/24528	---M-Z	200	added ('OK')	application/javascript	etag:%2261c68a7c-29b4%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.9.1/ScrollTrigger.min.js	C:/Users/micha/OneDrive/Desktop/norwaynigga/cdnjs.cloudflare.com/ajax/libs/gsap/3.9.1/ScrollTrigger.min.js	(from https://mkalmykov.com/)
18:32:46	8399/8399	---M-Z	200	added ('OK')	application/javascript	etag:W/%2220cf-/zWFEdu5PN0CPtE1DFxY0PWBlQs%22	https://cdn.jsdelivr.net/npm/vanilla-lazyload@17.6.1/dist/lazyload.min.js	C:/Users/micha/OneDrive/Desktop/norwaynigga/cdn.jsdelivr.net/npm/vanilla-lazyload@17.6.1/dist/lazyload.min.js	(from https://mkalmykov.com/)
18:32:47	47164/47164	---M--	200	added ('OK')	application/javascript	etag:%22b83c-5d9ca32cd5f57%22	https://mkalmykov.com/assets/js/locomotive-scroll.min.js	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/js/locomotive-scroll.min.js	(from https://mkalmykov.com/)
18:32:47	36812/36812	---M--	200	added ('OK')	application/javascript	etag:%228fcc-6139ac96ab182%22	https://mkalmykov.com/assets/js/index-new.js	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/js/index-new.js	(from https://mkalmykov.com/)
18:32:47	8913370/8913370	---M--	200	added ('OK')	video/mp4	etag:%228801da-5d9ca335a496e%22	https://mkalmykov.com/assets/img/home-item-7.mp4	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/home-item-7.mp4	(from https://mkalmykov.com/)
18:32:48	40516/40516	---M--	200	added ('OK')	application/x-font-otf	etag:%229e44-5d9ca3365076b%22	https://mkalmykov.com/assets/fonts/NeueMontreal-Light.otf	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/fonts/NeueMontreal-Light.otf	(from https://mkalmykov.com/assets/css/styleguide.css)
18:32:49	49192/49192	---M--	200	added ('OK')	application/x-font-otf	etag:%22c028-5d9ca336b606a%22	https://mkalmykov.com/assets/fonts/NeueMontreal-LightItalic.otf	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/fonts/NeueMontreal-LightItalic.otf	(from https://mkalmykov.com/assets/css/styleguide.css)
18:32:49	49624/49624	---M--	200	added ('OK')	application/x-font-otf	etag:%22c1d8-5d9ca336716c3%22	https://mkalmykov.com/assets/fonts/NeueMontreal-Italic.otf	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/fonts/NeueMontreal-Italic.otf	(from https://mkalmykov.com/assets/css/styleguide.css)
18:32:50	42916/42916	---M--	200	added ('OK')	application/x-font-otf	etag:%22a7a4-5d9ca336d6409%22	https://mkalmykov.com/assets/fonts/NeueMontreal-Bold.otf	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/fonts/NeueMontreal-Bold.otf	(from https://mkalmykov.com/assets/css/styleguide.css)
18:32:51	51532/51532	---M--	200	added ('OK')	application/x-font-otf	etag:%22c94c-5d9ca33694942%22	https://mkalmykov.com/assets/fonts/NeueMontreal-BoldItalic.otf	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/fonts/NeueMontreal-BoldItalic.otf	(from https://mkalmykov.com/assets/css/styleguide.css)
18:32:51	254/254	---M--	200	added ('OK')	image/svg+xml	etag:%22fe-5d9ca32e7f019%22	https://mkalmykov.com/assets/img/form-checkmark.svg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/form-checkmark.svg	(from https://mkalmykov.com/assets/css/styleguide.css)
18:32:52	35035/35035	---M--	200	added ('OK')	image/jpeg	etag:%2288db-5d9ca332df9b8%22	https://mkalmykov.com/assets/img/DSC07033-Cut-Color-1080.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/DSC07033-Cut-Color-1080.jpg	(from https://mkalmykov.com/assets/css/components.css)
18:32:53	220/220	---M--	200	added ('OK')	image/svg+xml	etag:%22dc-5d9ca3327b05a%22	https://mkalmykov.com/assets/img/dotted.svg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/dotted.svg	(from https://mkalmykov.com/assets/css/components.css)
18:32:54	194032/194032	---M--	200	added ('OK')	image/jpeg	etag:%222f5f0-5d9ca332b6591%22	https://mkalmykov.com/assets/img/DSC07312-2.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/DSC07312-2.jpg	(from https://mkalmykov.com/assets/css/style-new.css)
18:32:54	160961/160961	---M--	200	added ('OK')	image/jpeg	etag:%22274c1-5d9ca32f10067%22	https://mkalmykov.com/assets/img/DSC07079.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/DSC07079.jpg	(from https://mkalmykov.com/assets/css/style-new.css)
18:32:55	20475/20475	---M--	200	added ('OK')	image/jpeg	etag:%224ffb-613a5914c0aa8%22	https://mkalmykov.com/media/pages/work/base-create/1f2468ab51-1680179645/thumbnail-base-desktop-810x810-crop-q72.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/base-create/1f2468ab51-1680179645/thumbnail-base-desktop-810x810-crop-q72.jpg	(from https://mkalmykov.com/work)
18:32:56	26801/26801	---M--	200	added ('OK')	image/jpeg	etag:%2268b1-613a59151ded7%22	https://mkalmykov.com/media/pages/work/avvr/4d2a7758a4-1672918357/thumbnail-avvr-v2-810x810-crop-q72.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/avvr/4d2a7758a4-1672918357/thumbnail-avvr-v2-810x810-crop-q72.jpg	(from https://mkalmykov.com/work)
18:32:56	39563/39563	---M--	200	added ('OK')	image/jpeg	etag:%229a8b-613a5914a9f61%22	https://mkalmykov.com/media/pages/work/graphichunters/0daec771af-1660128857/thumbnail-gh-810x810-crop-q72.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/graphichunters/0daec771af-1660128857/thumbnail-gh-810x810-crop-q72.jpg	(from https://mkalmykov.com/work)
18:32:57	69595/69595	---M--	200	added ('OK')	image/jpeg	etag:%2210fdb-613a5914ec1f8%22	https://mkalmykov.com/media/pages/work/future-goals/614e28a662-1653057688/thumbnail-futuregoals-810x810-crop-q72.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/future-goals/614e28a662-1653057688/thumbnail-futuregoals-810x810-crop-q72.jpg	(from https://mkalmykov.com/work)
18:32:58	44813/44813	---M--	200	added ('OK')	image/jpeg	etag:%22af0d-613a5914f4e98%22	https://mkalmykov.com/media/pages/work/atypikal/fd1951ffc9-1646837277/thumbnail-atypikal-810x810-crop-q72.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/atypikal/fd1951ffc9-1646837277/thumbnail-atypikal-810x810-crop-q72.jpg	(from https://mkalmykov.com/work)
18:32:58	35400/35400	---M--	200	added ('OK')	image/jpeg	etag:%228a48-5f81d528c21cf%22	https://mkalmykov.com/media/pages/work/one-nil/288460827e-1646837272/thumbnail-onenil-v3-810x810-crop-q72.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/one-nil/288460827e-1646837272/thumbnail-onenil-v3-810x810-crop-q72.jpg	(from https://mkalmykov.com/work)
18:32:59	44766/44766	---M--	200	added ('OK')	image/jpeg	etag:%22aede-5f8197d036000%22	https://mkalmykov.com/media/pages/work/andy-hardy/f152b03247-1646837253/thumbnail-andyhardy-810x810-crop-q72.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/andy-hardy/f152b03247-1646837253/thumbnail-andyhardy-810x810-crop-q72.jpg	(from https://mkalmykov.com/work)
18:32:59	25935/25935	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2022:32:59%20GMT	https://mkalmykov.com/work/base-create	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/work/base-create.html	(from https://mkalmykov.com/work)
18:33:00	27944/27944	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2022:32:59%20GMT	https://mkalmykov.com/work/avvr	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/work/avvr.html	(from https://mkalmykov.com/work)
18:33:01	27087/27087	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2022:33:00%20GMT	https://mkalmykov.com/work/graphichunters	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/work/graphichunters.html	(from https://mkalmykov.com/work)
18:33:01	28072/28072	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2022:33:01%20GMT	https://mkalmykov.com/work/future-goals	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/work/future-goals.html	(from https://mkalmykov.com/work)
18:33:02	26790/26790	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2022:33:01%20GMT	https://mkalmykov.com/work/atypikal	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/work/atypikal.html	(from https://mkalmykov.com/work)
18:33:03	28581/28581	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2022:33:02%20GMT	https://mkalmykov.com/work/one-nil	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/work/one-nil.html	(from https://mkalmykov.com/work)
18:33:03	29525/29525	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2022:33:03%20GMT	https://mkalmykov.com/work/andy-hardy	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/work/andy-hardy.html	(from https://mkalmykov.com/work)
18:33:04	57984/57984	---M--	200	added ('OK')	image/jpeg	etag:%22e280-613a5945031dc%22	https://mkalmykov.com/media/pages/work/base-create/1f2468ab51-1680179645/thumbnail-base-desktop.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/base-create/1f2468ab51-1680179645/thumbnail-base-desktop.jpg	(from https://mkalmykov.com/work)
18:33:05	81233/81233	---M--	200	added ('OK')	image/jpeg	etag:%2213d51-613a5945006e4%22	https://mkalmykov.com/media/pages/work/avvr/4d2a7758a4-1672918357/thumbnail-avvr-v2.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/avvr/4d2a7758a4-1672918357/thumbnail-avvr-v2.jpg	(from https://mkalmykov.com/work)
18:33:06	133447/133447	---M--	200	added ('OK')	image/jpeg	etag:%2220947-613a59457271b%22	https://mkalmykov.com/media/pages/work/graphichunters/0daec771af-1660128857/thumbnail-gh.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/graphichunters/0daec771af-1660128857/thumbnail-gh.jpg	(from https://mkalmykov.com/work)
18:33:06	296792/296792	---M--	200	added ('OK')	image/jpeg	etag:%2248758-613a594577153%22	https://mkalmykov.com/media/pages/work/future-goals/614e28a662-1653057688/thumbnail-futuregoals.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/future-goals/614e28a662-1653057688/thumbnail-futuregoals.jpg	(from https://mkalmykov.com/work)
18:33:07	171907/171907	---M--	200	added ('OK')	image/jpeg	etag:%2229f83-613a59e8515ee%22	https://mkalmykov.com/media/pages/work/atypikal/fd1951ffc9-1646837277/thumbnail-atypikal.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/atypikal/fd1951ffc9-1646837277/thumbnail-atypikal.jpg	(from https://mkalmykov.com/work)
18:33:08	116083/116083	---M--	200	added ('OK')	image/jpeg	etag:%221c573-5f81d666c3905%22	https://mkalmykov.com/media/pages/work/one-nil/288460827e-1646837272/thumbnail-onenil-v3.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/one-nil/288460827e-1646837272/thumbnail-onenil-v3.jpg	(from https://mkalmykov.com/work)
18:33:08	203754/203754	---M--	200	added ('OK')	image/jpeg	etag:%2231bea-5f819fb75c2e7%22	https://mkalmykov.com/media/pages/work/andy-hardy/f152b03247-1646837253/thumbnail-andyhardy.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/andy-hardy/f152b03247-1646837253/thumbnail-andyhardy.jpg	(from https://mkalmykov.com/work)
18:33:09	93871/93871	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Apr%202024%2022:33:08%20GMT	https://mkalmykov.com/archive	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/archive.html	(from https://mkalmykov.com/work)
18:33:10	57728/57728	---M--	200	added ('OK')	image/jpeg	etag:%22e180-5d9deca406ff9%22	https://mkalmykov.com/media/pages/about/d289927735-1646837228/meta-dennis-about-860x540-crop-q72.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/about/d289927735-1646837228/meta-dennis-about-860x540-crop-q72.jpg	(from https://mkalmykov.com/about)
18:33:10	39103/39103	---M--	200	added ('OK')	image/jpeg	etag:%2298bf-614ce31e4f676%22	https://mkalmykov.com/media/pages/work/deveron/0ab7e43954-1710404752/thumbnail-deveron-860x540-crop-q72.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/deveron/0ab7e43954-1710404752/thumbnail-deveron-860x540-crop-q72.jpg	(from https://mkalmykov.com/work/deveron)
18:33:11	93864/93864	---M--	200	added ('OK')	image/jpeg	etag:%2216ea8-614c85939a47f%22	https://mkalmykov.com/media/pages/work/deveron/56dc0c6ce1-1710405711/dsc7458-540x.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/deveron/56dc0c6ce1-1710405711/dsc7458-540x.jpg	(from https://mkalmykov.com/work/deveron)
18:33:12	166354/166354	---M--	200	added ('OK')	image/png	etag:%22289d2-5d9ca331397d7%22	https://mkalmykov.com/assets/img/device-mbp-16-lower-nonotch.png	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/assets/img/device-mbp-16-lower-nonotch.png	(from https://mkalmykov.com/work/deveron)
18:33:13	3164967/3164967	---M--	200	added ('OK')	video/quicktime	etag:%22304b27-614c85e62d9d1%22	https://mkalmykov.com/media/pages/work/deveron/2a06f31598-1710406342/screen-rec-home-2.mov	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/deveron/2a06f31598-1710406342/screen-rec-home-2.qt	(from https://mkalmykov.com/work/deveron)
18:33:13	310081/310081	---M--	200	added ('OK')	video/mp4	etag:%224bb41-614c85e631851%22	https://mkalmykov.com/media/pages/work/deveron/9c011cac90-1710411859/screen-rec-nav-hover.mp4	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/deveron/9c011cac90-1710411859/screen-rec-nav-hover.mp4	(from https://mkalmykov.com/work/deveron)
18:33:14	955254/955254	---M--	200	added ('OK')	video/mp4	etag:%22e9376-614c85e639169%22	https://mkalmykov.com/media/pages/work/deveron/9410598988-1710411431/starvie.mp4	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/deveron/9410598988-1710411431/starvie.mp4	(from https://mkalmykov.com/work/deveron)
18:33:15	108421/108421	---M--	200	added ('OK')	image/jpeg	etag:%221a785-614c85e62be79%22	https://mkalmykov.com/media/pages/work/deveron/076ed24f45-1710412700/screen-mobile-1-540x.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/deveron/076ed24f45-1710412700/screen-mobile-1-540x.jpg	(from https://mkalmykov.com/work/deveron)
18:33:15	91475/91475	---M--	200	added ('OK')	image/jpeg	etag:%2216553-614c85e6454b9%22	https://mkalmykov.com/media/pages/work/deveron/6d3469f364-1710412710/screen-mobile-2-540x.jpg	C:/Users/micha/OneDrive/Desktop/norwaynigga/mkalmykov.com/media/pages/work/deveron/6d3469f364-1710412710/screen-mobile-2-540x.jpg	(from https://mkalmykov.com/work/deveron)
